epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
34,0.9769647717475891,0.9974941611289978,9.999999747378752e-05,0.5414542555809021,0.9732693433761597,0.9799861907958984,0.9892086386680603,0.999456524848938,0.4961262345314026,0.9856114983558655,0.9927536249160767
35,0.9718834757804871,0.9965638518333435,9.999999747378752e-05,0.5251137614250183,0.9716851115226746,0.9710144996643066,0.9928057789802551,0.999715268611908,0.46400633454322815,0.9857142567634583,1.0
36,0.9722222089767456,0.9964635968208313,9.999999747378752e-05,0.4997069835662842,0.9730103611946106,0.9703243374824524,0.9892086386680603,0.9998964667320251,0.436716765165329,0.9856114983558655,0.9927536249160767
37,0.9766260385513306,0.9973275065422058,9.999999747378752e-05,0.46498245000839233,0.9745529294013977,0.9779158234596252,0.9892086386680603,0.9997411966323853,0.4172532856464386,0.9856114983558655,0.9927536249160767
38,0.9783197641372681,0.9964441657066345,9.999999747378752e-05,0.4499683678150177,0.9766001105308533,0.979296088218689,0.9892086386680603,0.9995859265327454,0.3997410535812378,0.9856114983558655,0.9927536249160767
39,0.9708672165870667,0.9957687258720398,9.999999747378752e-05,0.44077083468437195,0.9729354381561279,0.967563807964325,0.9928057789802551,0.9995858669281006,0.378754198551178,0.9927536249160767,0.9927536249160767
40,0.9786585569381714,0.9968701004981995,9.999999747378752e-05,0.4091021418571472,0.9785911440849304,0.9779158234596252,0.9856114983558655,0.9996377229690552,0.36294737458229065,0.9855072498321533,0.9855072498321533
41,0.9773035049438477,0.9977167844772339,9.999999747378752e-05,0.3850974440574646,0.9805285334587097,0.9730848670005798,0.9928057789802551,0.9997929930686951,0.3388376235961914,1.0,0.9855072498321533
42,0.9762872457504272,0.9963843822479248,9.999999747378752e-05,0.3805117607116699,0.9738831520080566,0.9779158234596252,0.9892086386680603,0.9996894598007202,0.3294849097728729,0.9927007555961609,0.9855072498321533
43,0.9800135493278503,0.9976061582565308,9.999999747378752e-05,0.3552466630935669,0.9826388955116272,0.9765355587005615,0.9892086386680603,0.9997929334640503,0.3101193308830261,0.9856114983558655,0.9927536249160767
44,0.9742547273635864,0.9970884919166565,9.999999747378752e-05,0.3507208824157715,0.9692412614822388,0.9786059260368347,0.9892086386680603,0.99974125623703,0.30311569571495056,0.9927007555961609,0.9855072498321533
45,0.9742547273635864,0.995052695274353,9.999999747378752e-05,0.348913311958313,0.9731220006942749,0.9744651317596436,0.9928057789802551,0.9998964667320251,0.2864803969860077,0.9927536249160767,0.9927536249160767
46,0.9688346982002258,0.9953731298446655,9.999999747378752e-05,0.3457595407962799,0.9631399512290955,0.9737750291824341,0.9892086386680603,0.9996894001960754,0.27982521057128906,0.9856114983558655,0.9927536249160767
47,0.973238468170166,0.9969114065170288,9.999999747378752e-05,0.32205668091773987,0.9743767380714417,0.9710144996643066,0.9892086386680603,0.9993789196014404,0.279143363237381,0.9927007555961609,0.9855072498321533
48,0.973238468170166,0.995363712310791,9.999999747378752e-05,0.3220929801464081,0.9730662703514099,0.9723947644233704,0.9892086386680603,0.999197781085968,0.2733103334903717,0.9927007555961609,0.9855072498321533
49,0.9779810309410095,0.9956353902816772,9.999999747378752e-05,0.3045510947704315,0.9792243838310242,0.9758453965187073,0.9820144176483154,0.9998964071273804,0.25889119505882263,0.9650349617004395,1.0
50,0.9725610017776489,0.9958426356315613,9.999999747378752e-05,0.3082621991634369,0.9730290174484253,0.9710144996643066,0.9820144176483154,0.9994823932647705,0.25661617517471313,0.985401451587677,0.97826087474823
51,0.973238468170166,0.9965528249740601,9.999999747378752e-05,0.2902759909629822,0.9711141586303711,0.9744651317596436,0.9928057789802551,0.9996376633644104,0.24382494390010834,0.9927536249160767,0.9927536249160767
52,0.9688346982002258,0.9960640668869019,9.999999747378752e-05,0.29081442952156067,0.9682539701461792,0.9682539701461792,0.9964028596878052,0.9999482035636902,0.22897940874099731,0.9928057789802551,1.0
53,0.9793360233306885,0.9982430338859558,9.999999747378752e-05,0.25926274061203003,0.9806094169616699,0.977225661277771,0.9928057789802551,0.9998447299003601,0.2220209687948227,0.9927536249160767,0.9927536249160767
54,0.9728997349739075,0.9962460398674011,9.999999747378752e-05,0.2733476758003235,0.9737024307250977,0.9710144996643066,0.9856114983558655,0.9995859265327454,0.2271171659231186,0.9855072498321533,0.9855072498321533
55,0.973238468170166,0.9959442019462585,9.999999747378752e-05,0.2692580223083496,0.9756944179534912,0.9696342349052429,0.9856114983558655,0.9990683197975159,0.23107418417930603,0.9785714149475098,0.9927536249160767
56,0.9830623269081116,0.9983183145523071,9.999999747378752e-05,0.24209892749786377,0.9800961017608643,0.9855072498321533,0.9892086386680603,0.9995082020759583,0.21655480563640594,0.9856114983558655,0.9927536249160767
57,0.9688346982002258,0.9944164752960205,9.999999747378752e-05,0.276438444852829,0.9631399512290955,0.9737750291824341,0.9856114983558655,0.9991459846496582,0.22058632969856262,0.9785714149475098,0.9927536249160767
58,0.9728997349739075,0.9957568645477295,9.999999747378752e-05,0.2551279366016388,0.971743643283844,0.9730848670005798,0.9892086386680603,0.9997411966323853,0.2014899104833603,0.9927007555961609,0.9855072498321533
59,0.9742547273635864,0.9967596530914307,9.999999747378752e-05,0.2428867518901825,0.9777314066886902,0.9696342349052429,0.9856114983558655,0.9995083212852478,0.2080923169851303,0.9926470518112183,0.97826087474823
60,0.9745935201644897,0.997087299823761,9.999999747378752e-05,0.23941358923912048,0.97444748878479,0.9737750291824341,0.9892086386680603,0.9997928738594055,0.1899242252111435,0.9927007555961609,0.9855072498321533
61,0.9762872457504272,0.9959933161735535,9.999999747378752e-05,0.2384440153837204,0.9771626591682434,0.9744651317596436,0.9964028596878052,0.9999482035636902,0.18292763829231262,0.9928057789802551,1.0
62,0.9800135493278503,0.997785210609436,9.999999747378752e-05,0.2187725156545639,0.9779917597770691,0.9813664555549622,0.9928057789802551,0.9992235898971558,0.19504036009311676,1.0,0.9855072498321533
63,0.9752709865570068,0.9969391822814941,9.999999747378752e-05,0.2215026468038559,0.970588207244873,0.979296088218689,0.9892086386680603,0.9996117949485779,0.18400317430496216,1.0,0.97826087474823
64,0.9766260385513306,0.9965252876281738,9.999999747378752e-05,0.219112366437912,0.9778393507003784,0.9744651317596436,0.9928057789802551,1.0,0.17114710807800293,0.9857142567634583,1.0
65,0.9766260385513306,0.9971679449081421,9.999999747378752e-05,0.21167391538619995,0.9771783947944641,0.9751552939414978,0.9928057789802551,0.9997411966323853,0.1683611422777176,1.0,0.9855072498321533
66,0.9783197641372681,0.9979064464569092,9.999999747378752e-05,0.20495162904262543,0.9779158234596252,0.9779158234596252,0.9892086386680603,0.9996117353439331,0.17175324261188507,0.9927007555961609,0.9855072498321533
67,0.9779810309410095,0.9956634044647217,9.999999747378752e-05,0.2163688689470291,0.978561520576477,0.9765355587005615,0.9856114983558655,0.9957298636436462,0.18679524958133698,0.9926470518112183,0.97826087474823
68,0.9796748161315918,0.9965711832046509,9.999999747378752e-05,0.20520538091659546,0.9786354303359985,0.9799861907958984,0.9784172773361206,0.9988613128662109,0.18563233315944672,0.9852941036224365,0.9710144996643066
69,0.9817073345184326,0.9968805909156799,9.999999747378752e-05,0.1963372528553009,0.978723406791687,0.9841269850730896,0.9892086386680603,0.9995859861373901,0.16295495629310608,0.9927007555961609,0.9855072498321533
70,0.9745935201644897,0.996523916721344,9.999999747378752e-05,0.20478907227516174,0.9724896550178528,0.9758453965187073,0.9820144176483154,0.9988094568252563,0.17662762105464935,0.9784172773361206,0.9855072498321533
71,0.9766260385513306,0.9968551993370056,9.999999747378752e-05,0.20378762483596802,0.9818435907363892,0.9703243374824524,0.9928057789802551,0.9996635913848877,0.1601085662841797,1.0,0.9855072498321533
72,0.9786585569381714,0.9969479441642761,9.999999747378752e-05,0.1963902711868286,0.9772727489471436,0.979296088218689,0.9892086386680603,0.995755672454834,0.16671805083751678,0.9927007555961609,0.9855072498321533
73,0.977642297744751,0.9972904324531555,9.999999747378752e-05,0.19124065339565277,0.9765678644180298,0.9779158234596252,0.9856114983558655,0.9996376633644104,0.16111189126968384,0.9926470518112183,0.97826087474823
74,0.977642297744751,0.9978434443473816,9.999999747378752e-05,0.18494251370429993,0.9752577543258667,0.979296088218689,0.9892086386680603,0.99974125623703,0.15299691259860992,0.9927007555961609,0.9855072498321533
75,0.9779810309410095,0.9976766705513,9.999999747378752e-05,0.18742066621780396,0.9765840172767639,0.9786059260368347,0.9856114983558655,0.9996377229690552,0.15575389564037323,0.9926470518112183,0.97826087474823
76,0.977642297744751,0.995895504951477,9.999999747378752e-05,0.1964002400636673,0.977225661277771,0.977225661277771,0.9892086386680603,0.9996376633644104,0.1532144844532013,1.0,0.97826087474823
77,0.9803522825241089,0.9974468350410461,9.999999747378752e-05,0.17960673570632935,0.9819819927215576,0.9779158234596252,0.9928057789802551,0.9994305968284607,0.14601171016693115,1.0,0.9855072498321533
78,0.982723593711853,0.9982922077178955,9.999999747378752e-05,0.16876310110092163,0.9787670969963074,0.9861973524093628,0.9892086386680603,0.9997411370277405,0.14280380308628082,1.0,0.97826087474823
79,0.9739159941673279,0.9940398931503296,9.999999747378752e-05,0.20086055994033813,0.9692202210426331,0.9779158234596252,0.9928057789802551,0.9997411966323853,0.14370927214622498,1.0,0.9855072498321533
80,0.9762872457504272,0.9946451783180237,9.999999747378752e-05,0.19429218769073486,0.9784871339797974,0.9730848670005798,0.9820144176483154,0.9993788599967957,0.1532764583826065,0.985401451587677,0.97826087474823
81,0.977642297744751,0.9965068101882935,9.999999747378752e-05,0.18504740297794342,0.9759119153022766,0.9786059260368347,0.9820144176483154,0.9992235898971558,0.15278778970241547,0.985401451587677,0.97826087474823
82,0.9759485125541687,0.9956876635551453,9.999999747378752e-05,0.1937183141708374,0.9751724004745483,0.9758453965187073,0.9892086386680603,0.9996117949485779,0.14560237526893616,0.9856114983558655,0.9927536249160767
83,0.9789972901344299,0.9966928958892822,9.999999747378752e-05,0.18314974009990692,0.976632297039032,0.9806763529777527,0.9856114983558655,0.9995341897010803,0.14868581295013428,0.9926470518112183,0.97826087474823
84,0.9725610017776489,0.9951867461204529,4.999999873689376e-05,0.19221413135528564,0.9723756909370422,0.9717046022415161,0.9856114983558655,0.9995858669281006,0.14364533126354218,0.9855072498321533,0.9855072498321533
85,0.9847561120986938,0.9981075525283813,4.999999873689376e-05,0.15883734822273254,0.9848066568374634,0.9841269850730896,0.9892086386680603,0.9996376037597656,0.13652324676513672,0.9856114983558655,0.9927536249160767
86,0.9861111044883728,0.9989255666732788,4.999999873689376e-05,0.15044286847114563,0.9855172634124756,0.9861973524093628,0.9856114983558655,0.9995858669281006,0.14073604345321655,0.9855072498321533,0.9855072498321533
87,0.9820460677146912,0.9983922243118286,4.999999873689376e-05,0.15902870893478394,0.9827108979225159,0.9806763529777527,0.9892086386680603,0.9996377229690552,0.13839885592460632,0.9856114983558655,0.9927536249160767
88,0.9823848009109497,0.9978281855583191,4.999999873689376e-05,0.1576535552740097,0.9827228784561157,0.9813664555549622,0.9784172773361206,0.9992495179176331,0.1463736891746521,0.97826087474823,0.97826087474823
89,0.977642297744751,0.9978354573249817,4.999999873689376e-05,0.16081811487674713,0.9785467386245728,0.9758453965187073,0.9856114983558655,0.9996894001960754,0.13454799354076385,0.9855072498321533,0.9855072498321533
90,0.9793360233306885,0.9965289831161499,4.999999873689376e-05,0.16680996119976044,0.9766483306884766,0.9813664555549622,0.9856114983558655,0.9996376633644104,0.12875348329544067,0.9926470518112183,0.97826087474823
91,0.9850948452949524,0.9983179569244385,4.999999873689376e-05,0.14830899238586426,0.988186240196228,0.9813664555549622,0.9856114983558655,0.9998447299003601,0.12103357911109924,0.9926470518112183,0.97826087474823
92,0.9847561120986938,0.9979355931282043,4.999999873689376e-05,0.14289502799510956,0.9808219075202942,0.9882677793502808,0.9856114983558655,0.9993789196014404,0.12786883115768433,0.9926470518112183,0.97826087474823
93,0.9871273636817932,0.9985449314117432,4.999999873689376e-05,0.138291135430336,0.986887514591217,0.986887514591217,0.9856114983558655,0.9998446702957153,0.11826968193054199,0.9926470518112183,0.97826087474823
94,0.9854335784912109,0.9989061951637268,4.999999873689376e-05,0.13751421868801117,0.9868420958518982,0.9834368824958801,0.9892086386680603,0.9996635913848877,0.12031776458024979,0.9927007555961609,0.9855072498321533
95,0.982723593711853,0.9988197088241577,4.999999873689376e-05,0.13764923810958862,0.9820689558982849,0.9827467203140259,0.9892086386680603,0.9997411966323853,0.11734196543693542,0.9927007555961609,0.9855072498321533
96,0.9817073345184326,0.9978607296943665,4.999999873689376e-05,0.14258809387683868,0.977412760257721,0.9855072498321533,0.9928057789802551,0.9998446702957153,0.10984703153371811,0.9927536249160767,0.9927536249160767
97,0.9857723712921143,0.9986289739608765,4.999999873689376e-05,0.1352287232875824,0.98483806848526,0.9861973524093628,0.9892086386680603,0.9998964667320251,0.10980969667434692,0.9927007555961609,0.9855072498321533
98,0.9878048896789551,0.9980794787406921,4.999999873689376e-05,0.1313232034444809,0.9882515668869019,0.986887514591217,0.9892086386680603,0.9997929334640503,0.10982672870159149,0.9927007555961609,0.9855072498321533
99,0.9878048896789551,0.9986260533332825,4.999999873689376e-05,0.1285361498594284,0.9882515668869019,0.986887514591217,0.9856114983558655,0.9996894598007202,0.11481029540300369,0.9926470518112183,0.97826087474823
